articles,bhd,million,share,year,price,said,ha,wa,market,bank,stock,thi,billion,group,compani,maybank,research,malaysia,profit,also,expect,hold,earn,us,sen,invest,trade,net,time,say,index,per,buy,high,s,financi,last,growth,may,point,analyst,higher,valu,target,new,klci,would,low,end,quarter,report,revenu,lower,investor,rate,valuat,due,first,level,close,oper,today,manag,2014,base,note,gain,oil,edg,includ,month,rose,current,fbm,2015,fund,cimb,posit,sell,remain,sinc,kuala,like,product,industri,daili,could,fundament,asset,lumpur,call,develop,increas,strong,recent,one,busi,move,top,capit
134,0,1,3,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
135,10,0,0,1,0,10,0,4,14,1,3,2,0,2,1,0,4,0,0,1,1,0,0,1,0,0,4,0,0,0,2,0,4,4,3,0,2,0,1,1,0,3,0,0,0,3,2,1,1,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,0,1,0,0,0,3,1,0,0,2,2,2,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0
136,11,1,3,0,0,1,0,3,2,3,3,0,2,3,0,0,2,2,0,1,0,1,0,3,0,0,3,0,0,0,1,0,0,1,2,2,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
137,0,3,2,0,1,2,1,2,0,0,1,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
138,3,0,6,17,5,2,5,15,8,16,2,11,0,16,4,1,0,1,12,6,3,11,2,5,0,4,1,1,10,4,0,1,3,1,0,3,5,0,1,0,0,0,9,3,1,0,11,0,0,1,0,3,0,0,2,0,2,2,8,2,2,1,3,0,3,0,0,0,1,1,2,0,0,0,0,4,1,4,5,0,0,0,5,1,2,0,0,0,9,0,0,0,0,3,2,10,6,3,0,3
139,0,0,2,0,2,1,1,2,1,9,1,1,0,1,0,3,0,0,0,2,0,1,1,0,0,1,3,2,0,1,0,0,0,0,0,1,0,7,1,2,1,4,0,0,4,0,2,0,0,2,1,1,2,0,3,0,3,0,0,0,0,0,2,0,1,2,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1
140,23,2,1,1,2,4,0,1,1,1,3,0,0,3,0,0,1,3,0,0,0,6,0,3,0,0,1,0,0,0,3,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,1,0,3,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
141,0,1,5,0,3,0,1,0,0,0,1,0,0,0,1,2,1,0,2,1,1,1,7,0,0,6,0,2,0,4,0,2,1,0,1,0,0,4,1,0,4,3,2,2,2,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,2,2,1,0,1,0,5,0,0,0
142,0,5,0,7,0,1,9,4,8,22,4,3,3,1,6,1,1,0,4,6,1,3,2,0,0,2,8,2,3,3,0,0,0,3,0,3,1,7,1,1,3,2,0,0,3,0,2,1,1,0,1,0,3,1,3,0,0,1,1,1,3,0,1,0,1,1,0,1,2,1,0,0,4,0,1,0,0,0,0,1,0,0,4,2,0,0,3,0,3,0,0,0,0,0,5,1,3,1,2,4
143,0,2,0,3,4,0,1,2,0,0,1,0,0,4,0,2,1,0,1,1,3,1,0,0,0,0,1,0,0,7,0,0,2,0,1,0,0,5,0,0,6,4,0,4,4,0,1,0,0,1,1,4,0,0,1,0,2,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0
144,0,2,2,1,0,3,0,0,1,4,1,0,3,0,0,4,0,1,3,1,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
145,7,0,1,1,1,2,0,4,1,3,3,1,3,2,0,0,1,1,0,0,3,2,0,1,0,0,2,0,0,0,2,0,0,1,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,3,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
146,17,0,1,9,4,10,6,2,18,4,10,4,0,0,5,3,9,5,1,6,4,2,1,8,0,16,4,0,4,0,2,2,1,4,0,2,2,2,0,6,1,1,1,0,1,11,2,3,2,1,2,0,0,4,2,2,0,2,1,1,0,0,3,0,0,3,5,8,1,0,5,0,4,11,1,0,0,5,1,3,2,1,1,2,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,0
147,10,20,21,1,7,0,0,9,10,4,1,2,0,0,4,1,0,2,3,0,0,1,0,0,10,2,3,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
148,7,5,1,0,2,1,4,1,2,1,1,2,2,0,2,1,0,2,0,4,0,2,0,1,1,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,7,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,2,3,0,2,0,3,1,0,1,1,0,1,3,1,0,0,0
149,12,17,23,4,2,0,13,1,1,0,6,0,2,2,3,1,0,1,0,1,0,1,0,1,9,0,4,1,0,0,0,1,1,1,0,1,8,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,4,2,0,1,1,0,1,0,0,5,0,1,0,0,8,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3
150,27,0,2,0,1,3,0,1,1,3,1,1,0,1,0,0,1,2,0,0,2,5,0,2,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,2,0,3,0,3,0,3,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
151,23,1,3,0,1,5,1,2,5,1,1,1,1,2,0,0,1,3,0,0,0,3,0,1,0,0,1,0,1,0,3,0,1,0,1,0,0,0,0,2,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,3,2,0,3,0,2,0,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0
152,0,0,1,0,0,0,2,1,0,0,1,2,0,0,0,2,1,0,0,4,4,0,3,0,0,0,4,0,2,3,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
153,3,0,3,3,2,12,4,3,3,0,2,5,0,1,1,2,2,2,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,4,1,2,0,5,4,0,0,2,0,0,1,2,1,0,1,0,2,1,0,1,0,0,1,3,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,1,0,0,1,2,0,1,0,0,1,1,1,0,0
154,5,1,0,1,0,4,1,4,0,2,1,1,1,13,3,1,1,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,3,0,1,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
155,1,0,6,3,5,0,3,0,0,4,1,1,0,0,0,3,3,2,1,2,0,1,2,0,1,3,0,2,2,2,0,2,2,0,0,0,3,2,1,0,0,0,0,3,4,0,0,1,0,0,0,0,0,1,1,1,0,0,1,3,2,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
156,7,0,0,0,0,4,1,1,3,4,2,0,0,2,0,8,0,1,0,2,3,3,1,3,0,3,0,0,2,0,0,0,1,0,0,2,0,2,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1
157,0,1,3,2,0,0,3,1,0,0,1,0,0,2,1,1,0,2,1,3,2,0,3,0,1,0,4,0,0,1,0,1,0,0,0,1,0,1,0,0,1,3,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,7,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
158,2,0,2,2,4,0,5,0,0,1,2,0,1,0,0,1,1,0,0,1,1,2,7,2,0,1,1,0,2,0,0,5,0,0,0,1,1,4,4,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0
159,0,12,2,9,4,0,0,2,3,2,2,3,2,5,3,2,3,2,1,1,1,1,1,1,4,4,0,8,0,4,0,1,1,1,0,1,4,1,1,0,2,1,0,1,1,0,0,1,1,1,2,2,1,0,0,0,1,1,0,2,1,0,0,1,2,2,2,0,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,4,0,0,0,0,0,2,0,0,0,9,7,0,1,1
160,1,1,2,0,0,3,0,0,3,2,1,1,1,2,0,11,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0
161,2,0,0,11,6,0,12,4,21,6,1,10,0,0,3,1,1,3,0,5,9,3,3,18,0,12,3,0,1,15,1,0,1,2,0,3,2,5,7,2,0,5,1,3,2,1,3,5,0,2,1,1,6,17,16,0,1,3,2,0,0,0,8,1,1,1,0,0,0,0,1,0,3,1,2,9,0,9,0,2,0,0,2,1,2,0,2,1,15,0,0,7,2,2,2,5,0,1,0,0
162,3,6,3,5,8,0,4,0,1,1,6,4,1,1,4,2,3,3,4,1,2,2,4,4,0,1,1,1,1,1,0,3,3,3,0,0,7,1,6,0,5,2,1,2,0,0,1,1,2,5,0,2,1,0,0,1,7,4,1,1,3,0,0,1,0,1,2,2,1,1,5,0,1,0,0,0,0,2,1,0,3,1,1,7,0,0,4,0,0,1,2,1,1,0,0,1,0,0,0,1
163,3,1,1,1,4,0,1,1,1,2,2,4,0,0,0,2,2,3,1,1,0,2,1,0,0,2,0,1,2,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
164,1,2,2,0,6,3,1,2,0,2,2,2,0,0,0,1,8,0,1,2,1,2,4,5,1,3,0,1,1,0,0,0,2,0,0,2,1,1,0,0,5,0,0,0,0,0,0,0,1,6,2,1,1,0,6,2,1,3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,2,3,3,3,0,1,0,1,0,2,1,0,0,1,3,0,1,0,1,2,0,0,0,0
165,1,3,1,2,1,3,1,1,0,0,2,4,0,6,1,1,2,0,0,0,1,0,4,0,5,1,1,0,3,0,0,0,4,0,1,0,0,0,1,1,3,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,2,1,0,2,1,2,3,0,0,0
166,6,2,2,0,7,0,1,2,2,0,2,4,2,2,1,4,1,1,2,0,1,0,4,3,0,2,2,2,1,0,11,1,7,7,0,2,0,0,0,4,1,3,0,3,1,4,1,7,2,1,2,1,1,0,0,0,3,1,6,1,0,0,0,3,1,0,1,1,1,0,1,1,0,4,0,0,0,1,1,0,1,0,2,0,0,5,0,0,0,0,1,0,0,1,4,0,0,4,0,0
167,2,1,6,1,0,4,0,0,1,11,2,0,1,0,0,8,0,2,3,1,1,0,0,0,3,1,1,2,0,0,0,2,0,0,3,1,0,1,0,2,2,0,1,0,0,1,3,0,0,0,0,0,2,2,9,0,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
168,6,0,4,0,4,0,2,0,1,1,4,4,2,2,0,2,0,1,0,0,1,3,0,3,1,2,2,0,3,0,10,1,5,6,0,1,0,0,2,4,0,1,0,1,0,4,1,8,2,0,1,0,0,0,1,0,1,1,5,1,0,0,0,2,0,0,1,2,1,0,1,2,0,4,1,0,1,1,2,1,2,1,1,0,1,4,0,1,0,1,0,0,0,0,1,0,0,4,0,0
169,1,3,5,5,10,0,9,4,6,1,1,7,14,0,4,1,3,2,0,1,5,1,4,5,0,1,2,1,2,6,0,2,1,1,0,1,1,1,1,1,5,1,3,3,4,0,0,3,1,1,2,3,3,1,3,0,3,2,0,2,1,0,2,1,0,1,1,7,1,1,2,0,5,0,0,0,0,0,0,2,1,0,1,2,1,1,1,0,1,0,1,0,0,0,2,0,1,0,0,1
170,1,2,2,1,0,5,1,3,1,8,1,0,1,4,0,8,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
171,8,6,3,6,3,5,3,0,3,3,1,3,1,0,2,1,4,6,4,1,3,4,0,0,1,2,0,2,0,2,0,0,1,0,0,2,3,0,3,0,4,1,1,0,0,0,2,0,1,3,2,1,1,1,0,0,0,3,0,1,2,0,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,5,2,1,0,0,1,0,0,0,2,0,1,0,1,0,0
172,7,0,3,0,4,0,2,0,3,2,4,6,2,2,0,2,0,0,0,0,1,0,0,4,1,2,4,0,4,0,11,1,6,5,0,2,1,0,1,4,0,1,0,1,0,4,1,7,1,0,1,0,0,0,0,0,1,1,5,1,0,0,0,2,0,0,0,0,1,0,1,3,0,4,2,0,0,1,1,1,2,0,2,1,1,6,0,1,0,0,0,0,0,0,2,0,0,3,0,1
173,26,4,5,5,7,0,4,2,10,12,8,5,4,2,4,3,8,5,1,4,2,5,23,4,0,3,1,1,3,4,0,0,2,0,0,2,3,7,6,2,3,3,2,3,1,3,0,2,0,5,6,0,0,3,9,3,6,3,0,0,3,0,0,0,1,5,4,6,2,2,3,0,0,3,0,3,0,5,2,3,2,0,0,1,3,0,2,0,4,0,0,7,1,1,0,5,1,2,9,2
174,10,2,6,0,0,2,1,0,12,6,2,2,0,3,2,0,0,2,0,3,1,5,0,0,7,0,7,0,1,0,0,0,0,1,7,7,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
175,7,0,2,0,4,0,1,0,2,1,3,5,2,1,0,2,1,2,0,1,1,2,0,4,9,3,3,0,2,0,15,1,2,6,0,1,0,0,0,4,0,0,0,2,1,4,2,6,2,0,1,0,1,0,0,0,1,1,8,1,0,0,1,3,0,0,0,0,1,0,2,2,0,4,1,0,1,1,7,1,1,1,1,0,1,9,0,1,0,1,2,0,0,0,3,1,0,3,0,0
176,3,11,5,6,1,6,2,1,3,1,1,3,4,5,0,1,0,1,5,0,0,0,4,0,3,1,0,2,0,0,0,3,0,0,0,2,1,0,0,1,3,0,0,0,3,0,3,0,3,1,1,3,1,0,2,0,2,1,0,0,4,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0
177,6,13,1,10,4,0,9,3,5,1,1,5,0,0,7,3,1,3,3,2,1,1,2,10,1,1,0,4,4,12,0,3,1,0,0,2,3,0,2,3,0,1,2,2,5,0,4,0,2,5,1,3,0,1,5,1,0,4,1,0,2,1,3,0,4,0,0,9,3,1,3,0,1,0,0,1,0,1,0,2,0,0,3,1,8,1,2,0,2,0,3,0,2,1,2,2,2,5,0,0
178,3,0,3,3,2,0,0,2,0,1,1,4,0,0,0,1,1,0,4,2,1,3,1,0,2,2,0,5,3,0,0,3,2,0,0,3,0,1,0,0,0,4,1,1,1,0,2,0,2,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
179,4,1,0,7,0,0,5,1,5,5,1,8,6,8,14,0,0,8,5,0,0,1,0,1,0,1,0,0,8,6,0,0,0,1,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,9,1,0,0,0,0,1,0,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0
180,6,0,0,0,4,0,1,1,3,0,3,4,2,1,1,1,1,0,0,2,2,2,0,3,0,2,1,0,2,0,15,1,2,6,0,1,0,0,2,4,0,0,0,2,0,4,2,5,3,0,2,0,1,0,2,0,1,1,7,1,0,0,4,2,0,0,0,0,1,0,1,1,0,4,0,0,1,1,7,1,1,0,2,0,1,10,0,1,2,0,1,2,0,0,3,0,0,4,0,0
181,2,2,1,1,5,0,1,0,1,1,1,3,0,0,0,1,1,0,2,2,2,2,5,5,0,1,0,2,4,0,0,6,1,0,0,2,0,1,1,1,0,3,0,3,2,0,1,1,2,1,0,0,6,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0
182,2,7,4,13,5,0,9,4,3,1,1,6,8,10,1,1,2,2,2,2,0,0,1,9,0,5,1,2,4,8,0,5,1,1,0,0,7,1,1,0,1,0,1,1,1,0,3,1,1,2,0,1,1,0,0,0,0,4,2,1,2,1,1,1,1,1,0,4,2,0,1,1,3,0,1,0,0,0,0,0,1,0,1,7,2,0,1,0,0,0,1,2,3,0,1,4,2,0,0,1
183,7,3,1,0,1,0,6,5,7,1,2,4,3,3,0,0,0,2,0,2,1,1,0,8,0,2,3,2,1,0,14,2,2,1,0,1,4,0,0,13,0,1,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,5,2,0,0,0,0,0,0,0,4,1,0,1,4,0,7,0,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0,0,0,5,1,0,3,0,4,2,0
184,1,5,4,9,4,0,7,2,4,1,1,6,1,0,5,1,3,1,6,4,4,1,4,1,2,1,0,4,2,9,0,1,1,1,0,1,6,6,3,0,2,0,0,1,5,0,1,1,2,4,2,7,3,3,1,0,3,3,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,2,0,1,3,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0
185,21,0,2,0,2,3,0,1,3,2,2,0,0,2,0,0,1,3,0,0,1,4,0,2,0,0,1,1,0,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,3,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
186,4,4,3,2,1,0,3,0,0,1,1,3,1,1,0,1,1,0,3,3,1,1,0,1,0,1,1,4,4,0,1,3,2,0,0,3,0,1,3,0,0,1,1,1,4,1,1,0,3,2,0,0,2,0,0,2,0,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
187,5,6,1,18,2,0,5,5,5,0,1,4,3,3,0,1,2,19,2,5,4,4,1,3,0,1,0,1,1,12,0,2,1,0,0,3,4,2,1,0,0,1,0,1,5,0,2,1,1,1,0,3,0,0,0,0,0,2,0,0,6,1,0,1,1,1,0,0,2,0,2,1,1,0,0,0,1,1,2,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0
188,7,1,3,1,5,0,1,2,1,2,3,5,2,1,1,2,1,1,1,0,2,2,0,4,1,3,1,1,2,0,12,1,2,6,0,2,1,0,2,4,1,0,0,2,0,5,1,5,2,3,1,2,4,0,0,0,1,3,8,1,1,0,1,2,0,0,0,0,1,0,1,1,0,5,0,0,0,0,5,0,1,0,2,4,1,6,0,0,0,0,2,0,0,0,3,0,1,4,0,0
189,5,11,5,13,1,3,6,7,9,20,1,5,0,0,13,1,0,11,8,6,0,0,2,0,4,0,1,6,7,1,0,2,0,2,0,2,5,6,0,1,0,4,0,1,1,0,2,1,1,0,2,5,3,2,3,1,2,1,0,1,2,1,2,4,4,2,1,0,1,2,0,1,1,0,9,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,3,0,0,1,3,1,0,1
190,7,0,4,1,7,0,1,2,4,1,3,4,2,1,1,2,1,0,0,0,1,2,2,5,0,3,1,0,2,0,11,1,2,6,0,2,0,0,1,5,2,1,0,2,0,4,1,5,2,1,2,1,2,0,0,0,1,3,7,1,0,0,1,3,0,0,1,0,1,0,1,2,0,4,1,0,0,0,7,0,1,0,2,1,1,7,0,0,0,0,4,0,0,0,3,0,0,5,0,0
191,10,0,2,0,5,0,1,0,1,2,3,4,2,1,1,2,1,1,0,0,1,3,5,3,0,3,2,0,2,0,11,1,4,7,0,3,0,1,3,4,1,2,0,2,2,4,2,5,1,0,1,0,2,1,0,0,0,1,7,1,0,0,1,3,0,0,2,1,1,0,1,2,1,4,1,0,0,0,4,1,1,0,2,0,0,7,0,0,0,0,3,1,1,0,4,0,0,5,1,0
192,6,0,5,1,4,0,2,1,2,0,4,5,2,3,1,1,1,1,0,1,1,2,2,4,3,2,2,0,4,0,13,3,5,4,0,3,0,0,1,4,0,2,1,1,0,4,1,6,1,0,1,1,0,0,0,0,1,1,9,1,0,0,1,2,0,0,2,0,1,0,1,1,2,4,2,0,1,1,0,1,1,0,2,2,1,7,0,0,0,0,0,0,0,0,4,0,0,4,0,1
193,1,6,6,3,0,0,7,2,8,2,1,6,1,0,6,1,4,3,4,1,1,2,3,0,0,0,1,1,6,5,0,2,5,0,0,1,4,0,2,2,5,0,2,0,1,0,1,1,2,0,1,1,0,1,0,2,0,3,0,0,2,0,1,0,1,2,0,6,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2,0,2,0,0,2,0,1,1,1,0,0
194,1,0,5,3,3,1,0,1,2,1,0,2,0,3,0,3,4,2,0,2,4,2,2,0,2,1,1,0,0,1,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,2,0,0,1,0,1,2,0,1,0
195,3,0,3,0,4,0,6,1,3,1,1,2,5,1,0,1,1,1,0,0,0,4,1,4,0,1,0,0,1,0,0,0,3,0,0,1,1,0,0,1,0,1,5,1,1,0,0,0,0,1,2,0,0,2,0,1,0,2,0,0,3,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,4,0,1,2,7,0,0,1,2,2,5,6,2,1,1,2,1,2,0,1,2,5,1,4,0,4,1,0,2,0,15,1,3,9,0,2,0,2,1,5,1,0,0,2,2,7,1,9,2,0,1,0,2,0,1,0,1,1,10,1,0,0,0,4,0,1,2,1,1,0,1,2,0,7,5,0,0,0,6,1,1,0,3,0,1,6,0,0,0,0,5,0,0,0,4,0,0,6,0,0
197,4,4,14,5,2,0,4,4,3,1,4,4,1,0,8,1,2,9,1,1,2,2,0,0,0,2,11,1,5,6,0,3,0,4,0,1,4,0,1,1,0,2,0,0,1,0,3,0,1,1,1,1,2,6,1,3,0,1,1,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,10,1
198,6,0,3,0,1,1,0,5,2,2,3,0,2,0,0,3,0,5,0,1,0,1,0,5,0,1,2,1,1,0,0,0,3,0,5,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
199,2,0,7,6,2,5,2,2,2,2,1,5,3,0,0,1,2,1,0,2,0,0,0,0,4,1,0,0,2,0,0,1,3,0,0,1,4,0,0,0,1,1,0,0,0,1,4,1,2,1,2,0,0,1,0,0,2,2,0,3,0,0,1,0,2,1,2,0,2,0,1,0,0,1,3,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
200,15,0,0,0,0,2,2,1,0,2,1,1,0,5,1,17,0,3,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0
