articles,bhd,million,share,said,year,price,thi,cimb,market,wa,bank,stock,group,ha,research,billion,malaysia,compani,hold,profit,also,sen,expect,net,invest,s,earn,trade,last,us,target,financi,growth,time,per,say,higher,note,manag,valu,valuat,would,analyst,may,today,first,investor,base,point,end,revenu,lower,edg,new,quarter,rate,fund,oil,close,index,due,kuala,increas,lumpur,report,rose,oper,fundament,asset,product,2014,cost,could,remain,week,strong,howev,month,continu,high,one,busi,2015,klci,posit,two,industri,sale,buy,project,current,declin,gain,like,maintain,call,sector,30,develop,capit
563,1,10,0,0,3,1,3,1,0,4,1,2,0,0,0,0,0,1,0,3,0,3,3,5,3,0,1,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,2,1,0,0,0,0
564,15,1,3,3,0,3,1,1,3,6,5,3,2,0,0,2,2,0,2,0,1,14,1,0,1,1,0,6,1,6,0,0,0,0,1,0,1,1,0,1,0,1,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,6,1,0,0,1,0,1,1,1,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0
565,1,5,2,2,2,7,1,3,1,0,0,1,0,3,4,1,0,2,1,3,2,9,2,2,0,1,3,0,0,2,4,0,0,4,3,0,0,3,0,2,3,1,1,0,2,0,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
566,4,1,5,3,2,2,1,4,0,3,6,1,2,0,2,0,1,1,1,1,1,2,0,0,1,2,1,3,0,1,2,1,2,0,1,0,0,2,0,1,3,6,0,1,0,0,0,3,2,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,2,1,1,3,0,0,0,3,1,0,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
567,6,1,8,2,0,5,3,3,6,3,8,1,2,3,1,3,2,3,6,1,1,0,0,0,4,0,1,0,1,0,0,3,0,2,1,1,1,0,0,2,6,11,0,0,0,1,1,3,3,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,3,2
568,1,14,6,10,6,2,5,1,7,3,1,4,8,7,2,0,4,5,0,3,4,5,3,5,0,0,4,1,2,1,0,5,4,0,3,0,0,1,0,1,2,0,1,0,0,1,2,2,0,4,6,0,3,3,1,0,0,0,1,0,1,1,0,1,2,1,0,2,0,0,7,0,1,2,0,2,0,1,0,2,1,2,3,0,0,1,0,5,0,1,2,0,0,2,0,0,0,2,3,1
569,14,0,1,1,0,1,0,3,0,4,5,6,2,1,0,2,2,0,1,0,3,2,0,0,0,3,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,3,0,0,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1
570,2,0,0,3,0,1,1,2,0,0,4,1,1,1,1,0,3,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,5,3,0,0,1,0,0,2,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1
571,26,2,3,5,0,2,0,2,4,5,3,3,4,0,1,1,0,0,3,0,0,2,0,0,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3
572,4,0,9,0,2,10,2,5,1,0,3,2,2,1,0,0,1,1,2,2,0,0,1,1,1,0,0,0,2,0,1,2,0,4,0,0,0,0,0,2,0,3,0,4,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,3,1,0,0,5,0,0,0,1,0,1,0,2,0,0,1,1,1,1,0,0,0
573,4,2,3,6,0,1,1,4,0,4,1,6,1,0,1,0,1,1,1,1,3,3,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,5,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,4
574,4,0,4,13,3,3,3,11,1,13,10,1,11,1,1,0,2,2,1,1,4,3,1,0,0,0,0,0,3,0,1,5,0,2,0,2,0,0,1,1,5,7,0,0,0,4,0,3,1,2,0,0,6,1,0,1,0,1,1,0,1,1,0,1,3,0,0,4,0,1,1,0,2,1,1,2,1,3,2,0,1,1,1,0,0,1,1,0,0,0,2,0,1,0,0,3,0,0,0,1
575,1,0,0,3,0,3,0,2,1,1,2,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1
576,3,1,5,3,0,2,0,10,3,4,0,3,1,4,1,2,1,2,2,1,1,2,0,0,1,13,0,1,1,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,4,1,0,2,0,0,0,1,2,0,0,0,1,1,1,0,0,1,0,1,2,0,0,5,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
577,3,0,2,3,0,1,1,4,3,3,2,1,1,1,1,3,2,1,1,1,1,3,2,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,6,0,0,2,4,0,4,2,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,1,2,2,0,6,0,0,0,0,1,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1
578,5,0,1,12,0,6,7,3,1,4,2,1,2,1,1,7,1,4,2,3,1,2,0,0,3,1,6,0,3,0,1,1,0,0,0,0,2,2,2,2,5,4,2,2,4,0,0,5,0,0,0,1,1,1,0,1,1,1,4,0,1,1,1,1,2,2,3,5,1,0,2,1,0,1,0,2,1,2,0,0,0,1,1,0,0,1,0,0,0,7,1,0,0,0,1,0,0,1,3,0
579,23,3,3,4,0,1,0,1,2,3,0,3,2,0,1,1,5,0,4,0,0,2,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
580,3,3,3,1,0,1,1,4,0,1,0,2,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3
581,4,0,9,4,0,5,5,14,0,6,2,4,2,4,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,2,1,0,2,0,0,0,3,1,1,0,1,0,0,3,1,0,0,2,0,2,0,1,1,0,1,1,0,2,0,1,0,1,0,2,0,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1
582,25,18,27,9,2,5,1,4,15,7,2,1,6,9,0,6,7,6,5,1,6,18,0,1,2,1,1,5,1,0,0,4,3,0,5,0,2,0,4,0,0,2,1,3,17,1,1,3,0,2,1,1,0,8,1,2,0,0,10,0,0,1,1,1,3,0,1,0,0,0,4,3,2,1,0,0,1,4,0,3,1,3,2,0,1,1,0,2,0,0,1,0,1,0,0,0,0,1,2,8
583,2,1,4,2,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
584,2,0,3,0,4,4,3,1,0,1,1,7,1,4,5,1,1,1,1,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,2,2,3,0,1,1,1,1,0,2,0,1,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,2,0,0,1,1,0,1,1,1,1,6,1,1,3,0,0,0,1,0,0,0
585,1,1,2,2,2,0,1,2,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
586,4,0,0,8,2,1,6,4,3,8,7,1,0,1,1,6,1,2,0,2,4,1,1,2,2,0,1,0,0,0,1,8,0,2,0,1,0,0,1,0,0,4,1,1,0,2,1,1,0,0,0,0,5,1,0,0,2,0,0,0,5,1,0,1,3,0,1,0,0,0,3,0,4,1,0,1,1,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,1,0,0,1,3,1,1
587,1,0,0,0,1,1,2,1,0,0,0,2,0,3,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,2,3,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
588,7,0,1,17,8,21,6,1,1,2,1,1,0,6,3,0,1,5,2,0,2,0,5,0,3,0,1,0,0,1,0,3,1,0,8,0,1,2,0,0,0,1,3,6,0,4,0,0,0,0,0,2,3,3,2,2,0,17,1,0,2,2,1,2,2,1,0,2,0,7,3,1,0,1,0,0,3,3,0,0,0,1,2,0,0,0,5,0,0,1,4,0,0,1,1,1,2,2,0,0
589,0,2,7,10,7,2,3,1,12,2,0,6,1,5,0,1,0,1,1,0,1,0,0,0,3,1,0,14,0,0,0,3,0,3,0,1,0,0,0,2,0,1,0,0,0,1,18,0,0,1,0,0,0,6,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,2,1,0,0,1,1,0,0,3,0,1,1,1,1,0,0,0,0,0,1
590,2,5,3,3,0,2,0,4,0,1,2,3,2,0,0,2,10,0,0,0,0,2,0,1,2,3,1,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,2,0,4,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,0
591,1,4,2,0,5,1,7,1,1,0,2,1,0,1,1,0,1,1,0,0,1,2,2,0,0,0,3,0,0,0,2,3,4,2,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,2,1,2,0,0,0
592,4,0,4,3,0,1,4,3,0,3,3,1,1,5,0,0,2,1,3,0,0,0,0,0,2,0,0,0,1,1,0,3,0,0,0,1,1,0,0,1,0,3,1,0,0,1,0,0,0,1,0,0,3,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
593,5,1,5,1,1,3,5,5,0,4,6,1,1,8,1,1,4,6,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,1,0,1,1,4,4,0,0,1,0,0,2,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,2,1,0,0,0,3,1,2,0,0,0,0,0,0,3,0,0,0,0,1,1
594,13,3,4,9,1,11,2,1,1,0,4,11,0,1,5,1,2,3,2,1,2,5,3,0,4,0,6,0,0,3,1,2,0,0,3,1,3,2,0,0,0,4,8,3,0,1,1,0,2,0,0,3,2,0,1,1,0,10,4,1,1,1,0,1,3,0,2,0,0,0,2,1,1,0,0,2,2,0,0,0,2,2,2,1,0,2,0,0,0,0,1,0,1,2,2,1,1,0,0,1
595,1,1,0,1,1,0,1,0,0,0,0,2,0,2,0,0,0,2,2,1,0,0,0,1,0,2,1,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
596,3,1,14,2,1,14,6,27,7,2,8,10,6,3,1,1,5,0,2,1,2,0,0,1,2,0,0,0,2,0,1,2,3,2,0,7,1,2,1,6,3,4,10,0,0,2,1,1,1,2,0,0,2,0,1,0,0,0,7,0,2,0,1,0,0,1,0,0,3,0,3,2,3,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2,0,2,1,0,0,5,0,2
597,5,4,4,8,2,3,2,1,0,5,2,3,2,0,2,0,0,0,0,2,1,1,0,2,2,3,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,3,0,3,2,0,0,1,1,0,4,0,0,3,0,1,0,0,1,2,1,0,1,0,1,1,0,0,0,2,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,2,1,0,1,0,0
598,1,2,3,0,3,5,2,1,0,5,0,3,0,6,1,0,0,3,3,1,1,2,1,3,0,0,4,1,0,0,1,2,1,2,1,0,1,0,1,2,1,0,0,1,0,2,0,0,0,0,2,0,1,2,1,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,2,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,0,0,2,1,0,1,0,0,0,1,0,0
599,1,1,2,4,0,4,0,2,1,0,0,1,0,2,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
600,22,12,10,9,8,4,1,1,7,6,3,1,7,5,0,6,6,3,14,3,3,14,3,2,2,15,4,2,3,0,0,0,2,1,4,0,3,0,1,1,0,1,0,1,7,0,0,1,0,2,3,8,0,0,6,0,2,3,8,0,1,1,1,1,0,0,3,0,0,3,1,3,1,1,1,1,1,0,2,0,2,1,1,0,0,2,1,4,0,4,1,2,0,1,0,0,1,2,2,0
601,4,0,8,1,1,5,5,4,0,3,8,1,1,4,0,0,3,9,5,0,1,0,0,0,7,0,0,0,1,1,0,2,0,1,0,3,1,0,0,1,1,5,0,0,1,1,0,0,1,1,0,0,6,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,3,0,1,0,5,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,3,0,1,1,0,0,1
602,6,3,1,2,2,0,0,1,1,5,2,1,0,0,0,2,2,2,7,0,1,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
603,2,1,3,3,0,1,2,2,0,1,1,1,0,2,1,0,0,2,0,0,0,1,2,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,3,1,0,0,0,1,0,0,0,1,0
604,1,6,1,0,1,11,2,1,0,6,0,1,0,1,1,0,8,0,0,6,1,1,2,5,0,0,3,0,0,0,1,2,4,1,5,0,4,1,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0
605,4,4,1,0,2,4,5,1,2,2,2,6,3,2,1,4,1,0,4,2,1,0,2,3,3,0,0,4,1,2,1,3,0,4,0,0,1,0,1,1,0,2,0,2,0,2,1,0,6,2,2,2,1,0,2,0,1,0,3,11,1,0,1,0,2,2,0,0,0,0,5,0,0,2,1,0,2,3,0,12,0,0,0,3,0,2,0,0,3,1,1,2,1,3,0,2,0,0,2,0
606,2,1,3,1,5,2,3,8,0,0,0,2,1,1,2,0,9,1,1,1,1,1,0,0,0,0,4,0,1,0,2,0,1,3,0,1,1,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
607,1,1,4,0,1,3,3,1,2,0,1,3,1,0,1,0,1,6,0,0,0,1,3,0,0,0,1,1,0,0,3,2,2,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,2,0,1,1,0,2,0,0,0,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
608,0,1,2,3,0,0,0,1,1,2,0,2,0,0,1,0,1,0,0,2,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
609,12,10,2,0,6,1,4,1,0,2,0,5,1,2,2,5,2,3,2,7,1,2,6,6,0,0,5,0,5,0,0,1,2,3,0,2,2,0,0,0,0,3,3,1,0,2,3,0,3,5,5,4,1,1,6,1,0,0,2,1,2,0,2,0,1,1,2,0,0,0,2,2,0,2,1,2,0,1,1,1,0,0,3,0,2,2,2,0,1,7,1,1,0,2,1,0,8,4,0,0
610,2,0,6,2,4,14,2,1,4,2,0,2,0,4,1,0,1,3,0,1,1,3,0,0,0,0,0,2,1,0,2,2,0,1,0,2,4,3,0,1,0,2,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,0
611,1,0,6,2,0,8,5,2,3,3,7,1,0,7,0,2,8,2,4,0,2,1,1,0,12,0,0,0,0,0,0,2,0,2,0,2,1,1,0,1,1,0,0,0,0,1,1,1,2,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,2,0,0,6,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,2,2
612,1,1,2,5,0,2,1,5,0,0,1,1,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
613,7,2,2,1,0,3,8,1,11,10,0,2,2,2,0,6,3,0,3,0,1,0,0,3,2,0,0,4,4,6,0,1,0,1,3,0,1,0,1,1,1,0,0,7,0,1,0,0,11,0,0,2,1,1,0,0,0,5,0,12,0,2,7,2,0,7,0,0,0,0,1,0,0,4,27,1,3,1,5,0,4,0,0,3,0,4,3,0,2,0,1,4,0,1,0,0,1,1,0,0
614,0,1,2,3,0,0,2,10,0,0,0,1,6,2,0,1,0,1,0,0,0,0,0,0,6,3,0,0,0,1,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
615,1,5,1,3,0,1,2,2,1,0,1,2,3,2,4,3,1,0,0,1,1,1,4,0,1,1,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,0
616,4,0,0,3,0,2,1,2,1,2,0,1,1,0,3,1,0,1,0,0,0,1,0,0,0,1,1,2,0,4,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,1,0,1,0,2,2,0,0,0,0,1,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0
617,7,0,3,0,1,11,5,1,1,1,1,4,2,1,1,2,0,0,3,0,1,0,2,1,3,0,0,4,0,1,3,1,1,3,2,0,2,0,0,2,0,3,3,2,0,1,0,0,6,1,1,3,1,0,0,0,1,0,2,11,1,0,1,0,2,1,1,1,0,0,6,1,0,1,2,0,0,2,0,10,0,0,0,3,0,2,0,1,2,0,2,0,0,1,0,4,0,0,0,0
618,5,0,2,1,0,1,0,2,1,4,4,6,1,0,0,2,2,0,1,0,0,0,2,0,0,2,0,2,1,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,0
619,2,2,0,0,1,1,2,1,1,2,0,1,0,1,1,2,0,0,0,4,0,0,3,2,0,0,1,0,0,1,2,1,1,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,2,1,0,3,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
620,11,11,18,0,3,2,2,1,0,1,1,7,0,10,0,0,0,7,1,0,2,4,0,1,0,0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
621,17,15,16,0,4,28,6,1,3,7,6,5,8,8,6,3,5,2,11,8,1,6,5,8,4,0,10,6,2,3,20,1,8,8,16,0,9,1,4,8,10,2,0,3,0,2,1,8,0,0,3,3,1,4,2,5,0,1,0,0,0,0,4,0,0,0,4,0,3,3,2,2,3,6,1,6,1,1,2,2,0,3,1,0,1,2,3,6,11,2,1,2,0,3,2,1,2,2,1,1
622,0,6,5,0,9,12,6,0,11,4,5,2,4,10,5,1,0,6,4,4,7,0,10,9,5,0,9,0,0,4,6,2,17,8,4,0,1,0,5,12,1,3,0,2,0,2,1,1,1,0,2,2,1,4,0,3,2,0,0,0,2,0,1,0,1,0,3,0,5,7,1,0,3,4,0,6,2,0,1,1,3,6,1,0,1,2,0,4,4,5,2,1,1,2,1,0,2,3,4,3
623,3,2,7,2,0,2,0,2,0,2,0,1,5,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
624,3,0,1,3,0,0,0,1,4,2,0,3,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,1,0,1,0,0,3,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
625,3,4,4,7,3,1,1,2,0,5,1,3,0,1,2,2,0,3,0,4,2,1,5,3,1,4,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,2,1,0,0,1,1,0,0,0,3,0,0,2,0,0,0,1,0,1,1,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,1,0,0
626,3,4,4,7,3,1,1,2,0,5,1,3,0,1,2,2,0,3,0,4,2,1,5,3,1,4,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,2,0,1,2,1,0,0,1,1,0,0,0,3,0,0,2,0,0,0,1,0,1,1,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,1,0,0
627,2,0,1,2,1,3,3,1,1,4,0,1,0,2,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,1,2,1,0,1,1,0
628,6,0,3,0,1,2,2,1,3,1,0,5,2,3,1,6,0,1,4,2,1,0,1,0,1,0,0,5,0,5,1,2,1,3,1,0,1,0,0,2,0,1,0,3,0,1,1,0,5,2,1,0,1,1,0,2,0,0,3,9,0,0,1,0,3,2,0,0,0,0,5,0,0,2,1,2,0,2,0,11,0,4,0,3,2,0,1,0,4,0,2,0,2,2,0,0,0,0,0,0
629,6,0,2,7,1,2,0,3,0,6,3,1,2,1,6,1,0,0,1,0,3,0,1,0,3,1,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11,0,1,0,1,3,2,1,0,1,0
