articles,million,bhd,said,share,year,wa,petrona,ha,price,market,stock,group,thi,compani,billion,sen,malaysia,contract,oil,s,us,trade,profit,expect,ga,includ,project,also,research,today,per,net,klci,point,valu,sdn,develop,last,earn,revenu,valuat,kuala,fbm,lumpur,end,hold,time,higher,activ,quarter,financi,servic,lower,close,base,say,new,bank,may,first,fundament,oper,investor,current,would,note,bursa,due,index,secur,invest,rose,accord,gainer,2015,ad,fell,product,industri,busi,counter,posit,edg,score,two,rate,corp,gain,construct,could,capit,remain,manag,percent,local,offshor,one,announc,asset,report
67,0,6,0,0,1,0,3,1,1,1,8,1,3,1,0,0,3,0,0,0,0,3,0,0,6,0,0,2,1,0,3,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1
68,2,4,0,3,5,1,5,4,2,0,1,9,7,0,4,0,1,2,1,0,2,1,2,1,3,1,4,1,1,0,1,4,0,0,5,1,6,0,2,0,0,0,0,0,0,2,1,0,1,1,2,1,0,0,1,0,0,1,0,4,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,0
69,1,5,4,2,0,1,5,0,0,1,1,0,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
70,5,4,0,2,4,2,3,6,2,1,1,6,1,0,3,0,2,1,1,0,3,1,1,1,10,1,3,0,1,0,1,3,0,0,6,2,1,1,2,0,0,0,0,0,0,2,1,0,1,2,2,0,0,0,1,0,0,1,0,3,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,3,1
71,13,6,0,1,10,3,4,9,4,5,1,0,5,7,0,1,3,3,9,0,10,0,3,1,2,1,0,2,1,1,3,4,0,3,2,0,0,3,2,3,1,0,0,0,2,1,4,1,1,5,2,1,0,0,4,12,5,1,2,4,0,2,1,1,4,0,0,0,0,1,1,0,0,0,0,0,0,1,8,2,0,1,3,0,4,5,0,0,0,2,0,2,3,0,1,4,2,2,2,1
72,3,3,2,5,2,2,3,1,1,0,1,0,0,0,0,3,2,2,2,2,0,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
73,1,4,2,2,0,0,2,0,0,0,0,1,1,1,1,2,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,4,3,2,1,0,2,0,0,1,1,2,0,0,1,1,1,3,0,2,0,1,0,1,0,0,3,0,0,1,0,1,0,0,1,2,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,0,6,0,0,0,1,1,1,4,3,3,1,4,1,2,0,0,0,0,0,3,1,0,2,0,0,0,2,1,0,1,0,4,4,0,0,2,0,0,0,0,0,4,0,3,2,2,0,4,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,2,0,0,1,15,0,2,1,0,0,0,0,2,0,1,0,0,1,1,0,1,2,0,0,0,0,0,1,4,0,0,0,0,0,2,2
76,2,4,0,1,4,0,2,3,0,0,1,2,3,0,1,2,0,3,2,0,1,1,0,1,2,1,0,1,1,0,2,0,0,0,3,1,1,0,2,1,0,1,0,1,1,2,0,0,0,1,3,0,0,0,1,0,0,0,2,1,0,3,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,2,0,0,1,1,1,0,0,0,0,1,0,1,0
77,7,2,0,4,13,4,6,9,5,3,1,10,6,1,8,0,2,3,4,0,9,1,2,0,8,0,5,2,2,1,5,2,0,0,1,0,2,7,1,1,0,0,0,0,1,0,4,0,0,2,0,0,1,1,1,8,1,1,1,4,0,2,0,3,3,1,0,0,0,1,5,1,1,0,1,1,0,7,2,2,1,0,2,0,5,0,0,0,1,1,1,0,1,0,0,0,4,0,0,0
78,2,3,5,4,4,0,1,5,1,2,1,2,2,0,1,4,0,3,5,0,0,0,1,1,3,0,0,1,2,0,0,4,0,0,2,2,0,2,2,0,0,1,0,1,2,0,0,0,0,1,2,5,1,0,0,1,0,0,2,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1,0,1,3,1,0,0,0,1,0,0,0,0,1,1,1,1,1
79,5,2,5,6,7,5,13,6,11,1,4,4,5,2,0,4,3,0,3,0,2,2,4,1,0,0,3,0,3,0,6,2,1,0,1,1,0,4,4,0,1,1,1,1,2,1,7,2,0,3,4,0,1,0,1,0,0,1,2,3,0,3,0,1,3,2,0,0,0,2,2,0,0,0,0,0,0,1,0,3,0,0,2,0,2,2,0,0,0,1,1,0,2,0,0,0,3,0,0,0
80,2,3,2,1,1,2,3,2,1,1,1,1,1,1,0,5,1,4,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,2,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0
81,0,7,0,1,0,1,1,0,4,2,3,0,4,1,2,0,0,0,0,0,3,4,0,1,0,0,0,2,1,0,1,0,4,4,0,0,1,0,0,0,0,0,4,0,2,3,2,0,4,0,1,1,1,1,0,0,0,2,4,1,1,0,0,0,2,0,0,1,15,0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
82,2,2,4,3,2,0,3,3,4,0,3,0,2,1,2,1,0,0,0,6,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,4,4,6,5,2,2,1,0,3,3,1,0,0,0,4,1,2,0,0,3,0,1,1,1,0,0,0,0,0,1,1,2,0,0,2,2,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
84,3,2,2,4,0,4,3,2,4,0,1,1,0,0,0,3,0,0,1,2,3,2,2,0,5,0,0,0,1,1,1,1,0,0,1,0,0,1,3,0,0,1,0,1,1,2,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,1
85,4,4,4,7,2,2,1,0,2,2,1,0,0,1,3,1,5,0,0,6,0,1,1,1,0,0,0,0,0,2,1,2,0,0,1,2,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
86,13,3,3,5,5,2,2,5,1,3,1,3,3,1,1,4,1,1,3,2,0,1,3,2,3,2,4,1,0,2,3,3,0,0,1,0,0,0,0,4,0,1,0,1,1,1,0,1,1,7,1,3,2,0,0,0,1,0,1,1,0,3,0,3,0,0,0,2,0,1,1,1,1,0,1,2,1,1,2,5,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0
87,6,2,1,5,1,3,4,0,0,0,1,2,2,0,6,5,1,0,0,0,0,0,5,1,4,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,2,1,2,2,0,3,1,0,0,0,0,0,2,1,1,0,2,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
88,3,6,0,2,1,1,5,0,3,3,1,2,1,6,3,1,0,2,1,0,4,0,0,1,0,0,10,1,1,0,9,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,5,0,1,0,2,0,0,2,0,0,0,0,1,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
89,19,21,13,19,5,6,2,10,11,6,1,16,1,7,1,5,16,0,0,2,0,2,1,2,0,4,6,1,0,7,5,4,0,0,1,4,1,2,1,2,0,1,0,1,2,8,0,2,1,1,2,2,0,4,4,0,4,4,3,3,0,1,0,0,2,0,12,1,0,1,2,1,1,0,2,2,1,1,2,7,0,1,0,0,1,1,1,0,0,0,4,1,3,0,0,0,3,6,4,3
90,1,5,4,2,1,3,7,5,0,1,1,2,3,3,1,1,4,2,1,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,1,4,0,0,1,4,2,0,1,1,0,4,1,1,1,0,3,0,4,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,4,1,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,1,0
91,45,10,18,11,10,10,3,7,1,5,1,6,5,6,1,10,4,3,1,9,2,0,7,0,1,1,1,1,1,6,4,8,0,0,3,1,3,1,0,8,0,1,0,1,6,4,0,0,1,7,7,3,7,0,1,0,1,0,3,1,0,3,0,1,3,1,5,9,0,1,2,0,1,0,1,1,2,3,6,3,0,1,0,0,1,0,1,7,0,1,6,1,1,0,0,1,2,2,2,1
92,0,3,4,2,1,1,4,2,0,1,1,0,2,3,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
93,1,3,2,2,1,0,2,0,0,0,0,1,0,0,0,2,0,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94,12,21,17,8,6,4,2,7,7,4,1,9,3,11,0,5,7,11,3,6,1,0,1,7,3,3,5,0,0,6,2,0,0,0,2,10,7,1,2,2,0,2,0,2,0,7,1,0,3,0,0,12,0,1,2,1,1,2,3,1,0,0,0,1,0,0,6,1,0,2,1,0,0,0,1,0,0,2,0,2,0,2,0,0,2,0,1,0,7,1,4,0,3,0,0,0,0,4,5,0
95,10,5,0,1,1,3,2,1,5,0,1,4,2,0,2,1,0,3,5,0,0,0,3,4,1,0,1,1,0,0,3,2,0,2,2,1,0,1,5,2,0,0,0,0,1,4,2,1,0,2,2,2,5,0,1,0,3,0,2,1,0,2,0,0,2,2,0,3,0,2,0,0,0,0,5,0,0,0,0,2,0,1,1,0,1,0,0,1,0,2,1,1,0,0,0,3,0,0,0,0
96,2,1,6,3,0,4,1,0,2,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,0,12,2,1,0,7,0,0,0,0,0,3,2,2,1,8,1,2,2,0,0,0,0,2,1,1,0,1,4,3,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
98,3,3,4,4,1,1,3,0,6,2,1,0,0,2,2,1,0,0,5,6,5,0,2,0,1,0,1,1,1,2,4,2,0,0,1,0,0,1,1,0,2,1,0,1,1,1,1,1,0,0,1,0,3,0,3,0,0,1,1,0,2,0,0,0,1,2,0,1,0,0,1,0,1,0,0,1,2,1,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1
99,32,19,12,15,9,7,3,11,3,3,3,8,3,11,2,8,2,7,0,15,1,2,6,4,0,2,4,4,1,7,5,7,0,0,4,5,10,0,1,9,2,1,0,1,5,2,0,9,0,6,2,0,0,0,3,1,1,0,1,1,2,1,0,0,1,1,3,2,0,3,2,2,3,0,5,1,1,1,0,2,0,1,1,3,0,0,2,0,2,1,0,2,1,0,1,3,0,1,1,3
100,1,2,2,2,0,1,3,1,1,1,1,1,0,1,1,1,1,1,1,3,4,0,1,0,0,0,0,1,1,3,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
101,0,8,0,2,0,2,1,1,0,1,1,1,1,1,2,1,2,0,0,4,0,0,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
102,0,2,6,0,3,2,7,0,3,0,2,0,0,2,4,0,0,0,4,2,3,0,1,4,1,0,5,1,1,0,1,0,0,0,3,0,3,1,0,0,2,1,0,1,0,0,0,2,2,0,0,1,2,0,3,0,0,1,0,0,2,1,0,1,2,2,0,1,0,0,1,0,1,0,0,0,0,4,1,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
103,3,8,0,2,4,0,1,7,21,6,8,2,1,4,0,0,3,2,27,0,9,1,0,5,3,2,3,2,2,0,4,0,0,4,1,0,3,0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,10,0,1,2,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,4,0,0,4,0,0,0,1,2,0,2,0,0,0,0,2,0,1,0,0,1,1,0,1,3,0
104,5,6,0,4,3,3,5,11,9,0,2,0,5,10,0,2,3,1,8,0,4,1,1,1,2,0,0,3,5,1,3,1,0,0,0,2,0,1,2,0,0,0,0,0,1,2,10,1,0,5,0,0,1,0,1,5,3,1,1,1,0,3,1,2,1,1,1,0,0,1,1,0,1,0,2,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,6,0,0,11,1,0,1,2
105,9,1,5,0,3,0,1,3,0,1,2,5,4,1,7,0,1,0,0,1,0,0,1,1,0,2,7,1,1,1,0,0,0,0,3,0,1,0,0,0,2,5,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,1,3,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
106,3,3,6,2,1,1,2,0,1,1,2,0,0,1,4,1,0,1,1,4,0,1,1,1,1,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
107,0,4,3,0,0,0,7,1,0,0,1,1,1,2,0,0,2,1,4,3,0,0,1,1,0,0,2,2,1,1,1,0,0,0,1,3,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
108,0,7,1,3,1,3,3,0,1,4,4,1,1,1,2,0,1,0,2,5,5,6,1,1,1,1,0,4,2,2,2,0,3,5,1,0,0,0,0,0,2,1,1,1,2,0,1,0,2,1,0,0,0,2,2,0,1,1,1,0,2,0,2,0,0,1,0,1,7,1,1,0,1,1,0,0,3,0,1,0,4,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
109,0,5,0,0,0,3,5,0,3,0,3,1,1,1,0,3,0,0,4,1,1,1,1,0,3,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,2,0,1,3,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
110,0,24,2,1,1,0,2,0,2,0,4,3,0,1,0,0,1,0,3,3,0,2,1,0,1,4,0,1,2,0,0,0,2,2,1,0,1,0,0,0,2,1,2,1,0,3,0,0,1,0,1,1,0,1,2,0,0,0,0,0,2,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,2,1,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
111,5,2,0,1,0,1,2,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0
112,8,1,6,5,3,1,1,3,0,3,1,6,0,1,3,6,3,2,1,3,0,1,5,0,1,2,3,1,1,2,4,3,0,0,2,0,1,3,0,3,2,1,0,1,1,0,1,3,2,5,1,1,0,0,5,0,4,0,0,0,3,2,0,2,1,1,1,1,0,4,0,0,0,0,3,1,1,0,1,4,1,2,1,3,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
113,2,5,2,1,1,0,2,1,0,1,1,1,1,3,1,1,2,4,0,2,0,0,1,1,0,0,0,1,1,2,0,1,0,0,1,4,1,0,1,0,2,1,0,1,0,2,0,0,0,0,1,2,0,1,2,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,3,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0
114,3,3,0,0,2,1,19,10,2,0,1,0,3,4,0,0,1,1,1,0,0,0,1,0,10,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,1,1,3,3,0,0,0,1,0,0,0,2,5,9,0,0,2,3,0,0,0,5,3,0,0,0,1,0,0,2,0,3,0,0,0,3,0,0,0,4,3,2,0,0,0,0,3,0,0,1,0,0,0,2,0,0,1
115,10,4,0,2,5,2,7,6,6,2,1,2,4,4,5,1,2,3,8,0,11,0,3,3,23,1,4,3,0,0,5,1,0,1,1,2,7,4,2,1,0,0,0,0,1,1,2,0,0,3,0,0,0,1,0,5,2,1,0,3,0,2,0,1,2,0,1,0,0,1,1,0,3,0,2,0,0,3,1,1,0,0,2,0,1,0,1,1,0,2,1,1,0,0,0,0,0,3,1,0
116,3,2,1,3,1,0,1,0,0,1,2,1,0,1,0,3,1,3,0,1,0,0,1,1,1,0,3,1,1,1,1,1,0,0,2,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0
117,14,1,1,1,6,1,1,1,0,1,1,4,0,2,1,0,2,1,8,3,0,0,6,0,7,0,1,3,1,1,0,2,0,0,1,0,1,4,0,6,2,1,0,1,2,1,0,3,0,4,3,0,3,1,2,0,1,0,0,0,2,5,0,3,0,1,1,4,0,1,0,0,1,0,2,0,0,0,0,2,0,0,1,3,0,0,0,0,4,0,0,0,1,0,1,1,0,0,1,3
118,83,30,11,25,26,6,2,18,2,3,2,15,4,10,8,28,9,18,2,16,2,0,25,7,1,3,10,4,1,11,24,24,0,1,3,10,10,6,5,21,2,2,0,2,14,9,3,7,2,24,9,7,10,0,4,0,4,6,1,5,2,5,0,0,1,1,9,6,0,1,0,4,1,0,13,2,3,6,0,2,0,2,1,3,3,0,7,4,11,1,0,2,1,0,3,1,0,3,0,1
119,2,1,6,1,2,1,1,1,0,4,1,6,2,2,1,2,3,11,0,4,1,1,1,3,0,0,8,3,1,2,0,0,0,0,2,0,4,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,3,0,0,2,2,0,0,0,0,1,1,1,0,5,0,0,2,0,0,4,1,0,0,0,0,1,1,3,2,0,1,0,5,0,0,0,2,0,1,0,1,0,0,0
120,2,1,3,2,0,0,8,0,1,1,2,1,0,3,2,1,1,5,0,1,1,0,1,0,0,0,1,1,1,3,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
121,0,6,1,2,0,4,2,1,1,1,1,1,0,1,2,0,2,0,1,4,0,0,1,0,0,3,0,1,2,0,0,0,5,1,1,0,0,0,0,0,2,1,1,1,0,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
122,23,3,7,2,3,3,2,3,0,4,1,9,1,1,0,2,0,5,3,1,1,0,3,5,2,1,1,3,1,2,0,0,0,0,2,1,0,0,1,1,2,1,0,1,2,0,4,0,1,0,1,2,5,1,2,0,6,0,0,1,2,6,0,3,0,6,0,2,0,0,0,0,0,0,6,1,2,1,0,2,0,2,1,3,0,13,1,0,1,0,0,2,0,0,0,2,0,0,0,0
123,0,2,3,5,0,2,2,0,6,2,2,0,0,1,1,1,2,1,5,4,7,1,1,1,3,0,1,1,1,3,0,0,0,0,1,0,2,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
124,31,16,17,10,12,10,6,5,6,2,1,6,2,18,12,7,12,1,3,14,3,1,11,7,1,1,9,1,1,13,10,13,0,0,3,4,5,3,2,12,2,1,0,1,4,4,2,7,1,6,0,5,5,2,4,2,0,0,4,0,2,6,0,5,2,1,6,5,0,0,4,1,2,0,4,2,5,2,1,2,0,2,1,3,6,1,3,0,3,2,4,1,2,0,1,2,3,4,2,2
125,2,12,0,1,2,5,1,2,0,1,1,0,3,3,0,2,3,0,0,2,0,1,1,0,0,1,0,2,1,1,0,0,0,0,1,9,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,3,0,1,2,0,2,0,1,0,2,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,3,0,0,1,0,0,0,0,1,6,0,0,5,1,0,0,0
126,3,6,7,1,0,0,4,1,0,2,1,3,1,9,4,1,1,0,1,9,2,0,1,1,0,0,8,3,1,1,1,0,0,1,1,4,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
127,8,3,5,3,3,1,1,0,0,2,1,0,1,2,3,3,2,0,2,1,0,1,7,1,1,0,6,1,1,2,2,3,0,0,2,0,0,2,0,5,2,1,0,1,1,1,1,2,1,4,0,2,3,0,2,0,2,0,1,0,2,3,0,2,0,1,1,4,0,0,0,0,0,0,1,1,2,0,1,4,0,0,1,3,0,0,0,0,0,0,0,2,1,0,0,6,1,0,1,0
128,1,4,7,1,7,3,1,2,3,0,1,0,4,3,0,1,0,0,1,2,0,0,1,9,0,0,0,4,6,2,0,0,0,0,1,0,1,1,3,2,2,1,0,1,0,2,3,5,0,0,2,0,3,0,3,0,1,4,0,0,2,2,0,0,2,8,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,3,0,16,0,1,1,1,0,1,0,0,0,0,0,0,0,1
129,4,1,0,2,1,2,1,1,1,0,0,1,3,1,0,0,0,4,0,0,0,1,3,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4,0,0,3,1,0,1,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,1,25,5,1,0,1,2,0,1,1,3,3,0,1,0,0,0,0,1,3,1,1,1,2,1,4,0,1,2,2,0,1,3,2,1,0,0,1,0,0,2,2,3,2,1,2,0,0,1,0,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,0,3,1,1,0,0,0,0,2,0,0,1,1,3,0,2,0,2,0,0,1,0,0,0,3,0,0,0,0,0
131,3,6,0,2,1,2,3,4,1,0,1,0,2,7,0,0,0,5,2,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,3,2,0,0,1,1,0,0,0,0,0,4,1,0,0,1,3,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
132,1,3,6,1,1,3,4,2,0,0,1,2,7,2,1,0,10,0,5,1,1,0,1,1,2,0,7,2,1,1,1,0,0,0,1,2,3,1,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,5,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,1,1,3,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0
133,4,7,1,0,4,0,1,5,5,3,2,2,6,5,2,0,1,6,17,0,7,0,0,4,3,1,0,5,1,0,6,0,0,1,0,4,2,1,0,3,0,0,0,0,0,1,0,2,1,0,1,2,1,0,0,0,2,0,1,2,0,4,1,1,2,0,0,1,0,2,1,0,0,0,2,0,1,6,0,0,0,0,0,0,1,2,1,0,1,6,0,0,1,0,0,0,0,0,0,1
