articles,bhd,share,million,bank,said,price,market,stock,thi,year,wa,ha,group,malaysia,billion,maybank,research,trade,index,sen,expect,invest,also,compani,us,hold,point,profit,s,high,earn,klci,low,time,growth,net,financi,say,last,per,target,may,level,analyst,would,valuat,cimb,end,note,valu,fbm,close,investor,lower,higher,first,buy,2015,oil,base,declin,manag,busi,rate,daili,includ,2014,quarter,report,sell,kuala,fell,edg,lumpur,month,new,remain,could,today,due,fundament,2016,revenu,recent,like,week,activ,sinc,continu,industri,averag,one,current,rose,capit,support,move,oper,asset,dividend
322,1,1,1,3,2,0,2,1,1,2,4,0,0,2,0,1,0,0,0,1,0,2,0,2,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
323,6,0,0,7,5,0,3,2,1,0,2,5,2,0,1,5,2,0,0,1,3,0,1,0,0,3,0,2,0,1,2,0,1,0,2,2,1,0,0,1,5,0,0,3,1,0,5,1,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,3,1,3,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,1
324,22,4,3,4,4,2,2,3,0,0,6,0,3,1,2,2,3,3,5,1,1,0,1,0,1,3,4,0,2,1,0,6,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,2,5,1,0,1,1,0,1,1,1,0,0,1,0,0,0,4,0,0,0,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,1,0,0,0
325,22,3,2,2,6,1,1,3,0,0,3,1,1,0,1,0,1,2,1,2,0,0,1,0,1,2,1,1,2,1,2,5,0,0,0,2,0,0,0,0,4,2,0,0,1,1,0,0,0,0,4,1,1,3,1,0,1,0,1,0,0,0,0,0,0,3,2,0,1,0,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0
326,8,1,0,6,0,3,0,2,2,0,2,2,3,0,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,13,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,4,0,4,1,1,0,7,0,0,0,0,0,1,0,9,0,1,0,0,2,1,0,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,0,0,0
327,7,2,0,0,0,9,2,4,3,1,1,3,1,1,2,1,2,4,10,0,1,2,1,0,0,1,5,0,0,11,0,3,11,4,0,1,3,0,0,0,2,2,7,3,3,0,0,1,0,2,1,3,1,2,2,1,3,0,3,0,2,0,0,1,6,0,5,1,2,6,0,1,1,0,2,1,1,0,0,1,1,0,0,5,2,1,2,3,0,0,1,0,1,1,0,4,2,0,0,0
328,9,3,3,1,7,4,0,5,1,1,4,0,1,2,0,1,0,1,0,3,2,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,0,1,4,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
329,2,5,4,2,0,3,0,1,0,3,2,0,2,0,2,6,0,2,0,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,1,2,1,0,0,0,2,0,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,15,5,5,4,5,7,11,24,7,2,1,3,2,10,2,0,1,3,0,13,9,2,4,1,9,1,5,1,0,2,5,0,1,6,24,1,2,6,2,1,1,2,3,1,1,2,0,6,3,4,0,1,9,2,6,2,2,4,0,3,0,0,1,12,0,3,3,2,3,0,2,0,3,2,8,1,3,3,0,1,1,0,0,4,4,0,0,1,2,0,3,5,4,0,0,1,3,0,1,13
331,24,3,1,2,3,1,0,4,1,0,1,0,4,2,0,0,1,3,3,2,1,0,0,0,0,3,2,1,1,2,0,3,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,2,3,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
332,1,2,0,0,0,3,2,1,1,2,0,1,0,0,2,1,1,0,0,0,0,1,3,0,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,6,0,0,1,0,2,0,0,0,5,1,1,2,4,0,0,0,2,0,0,1,0,3,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0
333,22,1,1,3,3,1,1,2,0,0,1,0,2,3,0,0,1,2,1,2,0,0,0,0,1,3,1,1,0,0,0,3,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,1,0,0,0,0
334,6,3,2,1,0,1,2,3,0,0,4,0,1,3,0,0,0,2,3,0,1,0,0,0,0,1,3,0,5,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1,0,5,1,0,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0
335,4,8,0,8,1,5,0,1,5,1,3,4,1,3,0,1,0,0,0,0,0,7,1,9,1,5,1,0,0,2,0,0,0,1,0,0,2,3,1,0,0,0,2,0,5,1,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,6,0,0,0,0,3,1,0,0,0,0,0,3,1,0,1,0,1,0,1,0,0,1,1,0,0,2,0
336,4,1,4,2,0,4,2,6,5,2,2,2,3,1,4,1,1,4,11,0,2,3,1,0,2,4,6,2,0,12,0,3,11,4,0,3,3,0,1,0,1,2,5,0,2,0,1,2,0,1,1,3,1,2,1,2,3,0,0,0,2,1,0,0,5,0,5,2,2,5,0,1,1,0,3,0,2,0,0,1,0,0,2,4,3,1,3,3,0,0,2,0,1,2,0,3,3,0,0,0
337,26,3,1,1,5,0,2,1,0,0,2,0,2,4,2,1,1,2,3,2,1,0,1,0,1,4,4,0,0,0,1,3,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,1,0,1,0,1,1,0,0,0
338,0,2,2,0,3,0,1,2,1,1,2,2,1,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,19,2,1,3,5,0,1,5,0,0,2,0,1,4,0,0,2,2,1,2,2,0,0,0,1,3,5,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0
340,3,2,2,1,0,6,0,4,3,5,0,4,0,3,1,1,1,3,0,14,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,3,1,1,0,1,3,1,1,4,2,0,1,1,1,0,0,4,0,1,0,2,1,4,1,0,0,0,0,2,0,0,2,1,0,3,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,2,1,0,0,0,1,0
341,2,2,3,0,0,4,1,1,3,1,0,0,1,0,0,1,1,0,0,0,2,0,1,0,1,0,0,2,0,1,2,0,0,2,1,1,2,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,1,3,0,0,0,1,1,0,4,2,0,2,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0
342,4,3,0,1,0,3,1,3,0,0,3,0,0,2,2,1,0,3,0,0,0,1,1,1,7,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
343,14,6,1,5,4,5,6,1,7,5,4,13,5,3,8,2,11,2,0,1,3,6,5,2,1,4,1,4,0,2,6,0,0,1,1,0,2,9,8,11,1,3,1,8,2,0,2,1,5,1,0,2,0,0,1,1,0,0,12,1,0,2,7,1,0,0,3,0,2,1,0,0,2,0,1,9,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,4,4,2
344,2,2,8,2,3,1,2,0,3,2,4,0,1,4,1,5,0,8,0,4,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,5,0,1,0,0,0,2,0,0,2,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
345,3,4,2,4,5,6,0,1,5,0,2,0,1,2,3,4,6,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,4,0,2,0,0,2,0,0
346,1,2,1,0,3,3,0,0,1,0,0,2,1,0,3,1,3,0,0,1,1,0,0,0,0,0,0,3,1,1,2,0,1,0,0,3,1,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
347,6,4,0,2,0,6,3,4,3,1,2,1,1,1,2,1,1,5,10,0,1,2,1,0,1,1,5,2,0,10,0,3,12,4,1,1,2,0,0,0,1,2,4,0,2,0,0,2,0,2,1,2,1,0,3,1,5,0,0,0,0,0,0,1,5,0,4,1,2,1,0,1,1,0,2,1,1,0,0,1,0,0,1,4,1,1,3,3,0,0,2,0,1,1,0,3,3,1,0,0
348,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
349,0,6,3,1,1,25,1,2,5,5,5,14,2,1,5,2,2,0,0,0,7,3,3,9,6,3,1,4,0,0,2,0,1,10,8,3,0,1,0,14,15,3,0,0,1,1,0,1,0,5,0,1,0,0,0,1,5,2,3,3,1,10,6,2,2,2,5,0,0,4,0,0,1,0,1,11,4,2,0,3,0,1,1,1,1,0,1,1,2,3,5,4,2,1,1,2,1,4,1,0
350,17,6,13,1,0,28,4,1,7,4,6,12,4,6,7,1,11,3,0,7,11,5,3,1,7,3,1,3,0,0,9,0,1,9,4,3,2,0,2,9,15,2,0,0,4,1,2,0,0,4,0,2,1,1,3,1,8,2,7,2,0,5,3,4,1,1,1,2,1,1,1,3,1,1,1,7,4,5,0,3,0,1,3,2,0,0,3,1,2,4,2,0,7,1,1,2,2,3,1,3
351,4,6,1,9,4,2,2,2,4,2,1,0,3,3,4,2,0,0,0,0,0,6,2,1,0,3,0,0,16,0,0,0,0,1,0,0,1,5,1,3,0,1,0,5,5,1,9,0,1,5,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
352,5,2,0,0,0,6,1,4,5,2,3,0,1,1,2,1,1,3,14,0,2,2,1,0,2,1,5,2,0,11,0,4,8,3,1,1,2,0,0,0,2,2,7,0,4,0,0,2,0,1,4,2,0,4,2,1,2,0,1,0,0,1,0,0,6,0,8,1,3,7,1,1,1,1,2,0,0,0,0,1,0,0,1,6,2,1,3,5,0,1,2,1,2,1,0,4,5,0,0,0
353,2,3,4,0,0,4,0,4,3,3,3,1,3,1,3,2,1,1,0,2,3,0,0,2,5,0,2,0,0,1,4,0,1,2,1,0,2,1,0,0,1,0,0,0,1,0,0,1,2,2,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,2,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1
354,3,0,0,6,0,1,0,1,5,2,0,2,2,0,0,3,1,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
355,7,1,0,0,0,5,1,5,4,1,2,1,2,1,2,1,1,3,13,0,1,2,1,1,1,11,5,0,0,13,1,3,8,2,0,0,2,0,0,0,1,3,8,0,3,0,1,2,0,1,3,2,2,2,1,1,1,0,1,0,0,1,0,0,6,0,9,0,2,5,0,1,1,0,2,0,1,0,0,1,0,0,0,6,0,1,3,3,0,0,2,0,2,1,0,5,4,0,0,0
356,0,3,2,0,5,2,2,3,2,0,4,0,0,1,3,1,1,2,2,1,0,0,1,0,0,0,2,0,1,0,0,3,3,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,3,0,1,0,0,2,0,0,0,0,0,0,2,0,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0
357,4,2,0,2,6,2,1,0,0,0,0,1,3,3,4,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,0,9,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0
358,1,0,0,5,2,0,0,1,0,0,2,0,0,1,2,2,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
359,2,1,1,2,0,1,1,1,0,0,2,0,0,0,1,1,0,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
360,0,5,6,5,0,12,11,2,6,9,4,10,4,0,1,0,5,0,0,0,10,5,7,6,4,4,1,4,0,1,9,0,2,8,17,9,2,0,0,4,6,2,1,0,3,1,0,0,0,12,0,0,1,2,1,2,4,1,0,1,1,5,6,3,0,2,1,0,1,0,0,0,1,0,0,4,4,3,0,2,0,0,2,4,2,0,1,2,1,0,4,3,2,0,3,1,1,3,5,3
361,0,4,5,2,5,0,2,2,0,0,4,0,0,0,2,1,3,3,4,2,0,0,1,0,0,1,2,3,3,2,0,2,0,0,0,0,0,1,4,0,1,1,4,0,1,0,0,0,1,1,3,1,1,0,0,0,4,0,1,0,0,1,0,0,0,4,0,0,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,4,0,2,0,0,1,0
362,0,0,0,1,0,1,5,3,1,0,0,4,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,9,0,0,0,3,0,0,0,1,0,0,3,0,0,0,2,0,0,0,4,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
363,0,0,1,2,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,3,0,1,2,8,0,3,4,6,5,1,5,0,3,5,0,0,1,1,0,0,3,1,4,0,0,0,0,0,0,1,1,0,1,3,2,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,3,0,0,1,2,1,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4
365,6,2,0,3,7,2,0,1,0,1,6,1,2,0,1,2,6,0,0,0,1,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
366,3,1,0,2,3,0,2,4,4,4,1,2,0,3,3,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
367,0,0,0,3,2,0,4,1,2,0,0,2,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
368,1,0,1,4,1,0,3,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369,0,3,3,0,2,0,2,1,0,0,2,0,0,2,0,1,1,2,0,2,0,0,0,0,1,0,1,2,2,2,0,3,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,1,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0
370,4,10,12,0,3,4,4,1,1,2,4,3,2,0,0,3,2,3,0,10,2,0,1,0,1,4,0,0,0,1,0,0,1,0,0,2,2,0,1,0,3,1,0,3,0,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,2,0,2,2,1,1,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0
371,5,2,0,4,1,0,3,3,0,0,6,0,0,1,2,0,0,2,0,0,1,1,1,0,2,0,1,2,3,2,0,5,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,3,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
372,5,2,0,4,1,0,3,3,0,0,6,0,0,1,2,0,0,2,0,0,1,1,1,0,2,0,1,2,3,2,0,5,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,3,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
373,5,2,7,0,3,0,1,1,3,3,4,4,1,0,3,1,1,0,0,3,1,0,1,0,0,1,0,3,0,0,0,0,1,1,0,1,3,0,3,0,0,3,0,2,2,0,0,2,0,1,0,1,0,1,1,2,2,0,0,0,0,0,7,0,2,2,1,1,4,0,1,0,2,1,0,3,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,2,0,0,1,0,0,4,0,0
374,5,2,7,0,3,0,1,1,3,3,4,4,1,0,3,1,1,0,0,3,1,0,1,0,0,1,0,3,0,0,0,0,1,1,0,1,3,0,3,0,0,3,0,2,2,0,0,2,0,1,0,1,0,1,1,2,2,0,0,0,0,0,7,0,2,2,1,1,4,0,1,0,2,1,0,3,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,2,0,0,1,0,0,4,0,0
375,5,2,7,0,3,0,1,1,3,3,4,4,1,0,3,1,1,0,0,3,1,0,1,0,0,1,0,3,0,0,0,0,1,1,0,1,3,0,3,0,0,3,0,2,2,0,0,2,0,1,0,1,0,1,1,2,2,0,0,0,0,0,7,0,2,2,1,1,4,0,1,0,2,1,0,3,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,2,0,0,1,0,0,4,0,0
376,0,4,1,1,2,0,1,3,0,1,4,0,0,0,2,1,1,2,2,2,1,0,0,0,0,0,1,1,1,3,0,5,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,1,0,0,0
377,0,4,1,1,2,0,1,3,0,1,4,0,0,0,2,1,1,2,2,2,1,0,0,0,0,0,1,1,1,3,0,5,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,1,0,0,0
378,0,3,3,1,3,0,2,2,0,0,2,1,0,0,0,1,1,3,2,2,1,0,0,0,0,0,4,0,0,1,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0
379,2,3,3,1,7,1,0,6,1,1,3,2,1,0,1,2,4,4,0,2,2,1,0,4,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,2,2,5,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2,3,3,1,7,1,0,6,1,1,3,2,1,0,1,2,4,4,0,2,2,1,0,4,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,2,2,5,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,2,0,1,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,0,0,1,2,0,8,1,1,0,1,2,0,0,2,3,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,6,2,2,2,0,2,4,7,1,1,3,1,2,0,2,1,1,3,7,13,1,2,1,1,2,0,5,1,0,10,1,3,8,3,0,0,2,0,0,0,1,4,5,0,0,0,0,2,0,1,1,2,2,1,1,1,2,0,0,0,1,0,0,0,7,0,2,1,1,4,1,0,2,0,1,0,1,0,0,1,0,0,2,3,2,1,3,3,0,0,2,1,2,3,0,3,4,0,0,0
383,6,4,0,1,8,2,0,4,4,3,0,0,0,0,9,5,7,2,0,3,0,1,0,0,0,0,0,0,0,1,3,2,0,2,1,0,1,0,1,1,0,1,0,1,0,5,0,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,0,1,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0
384,2,9,1,22,10,9,0,3,7,3,4,4,4,1,3,4,6,1,1,0,5,3,1,0,0,2,1,0,0,2,1,0,0,2,0,0,3,1,1,2,1,3,1,5,7,0,1,0,1,0,0,1,2,2,0,1,2,1,0,0,2,3,1,0,1,0,1,2,0,3,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,3,0,1,0,2,0,2,0,0,1
385,5,2,0,1,0,3,2,5,3,1,3,2,2,0,4,1,2,6,7,2,1,2,1,2,2,8,5,1,0,9,0,3,9,3,1,0,2,0,0,0,2,3,5,0,1,0,0,2,0,1,1,2,1,0,2,2,3,0,0,0,2,1,0,0,7,0,3,0,2,2,0,1,1,0,1,0,2,0,0,5,0,0,3,3,2,1,0,2,0,0,2,0,1,4,0,3,4,0,0,1
386,0,6,1,1,4,6,1,4,0,0,0,5,0,0,4,3,3,2,0,3,0,1,0,0,0,3,0,2,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,2,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0
387,2,2,0,16,12,1,6,1,5,9,3,6,6,4,0,10,0,0,0,0,2,0,5,0,4,0,2,2,0,0,1,0,0,2,15,0,2,0,4,0,6,0,0,0,4,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,4,1,2,1,1,2,1,1,0,2,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,4,0,0,0,0,0,4,0,0
388,13,7,30,5,13,1,4,1,3,10,5,6,4,6,4,2,0,1,0,7,4,3,3,5,1,5,0,9,2,0,0,0,1,0,3,8,0,0,0,4,0,3,0,0,1,0,1,6,0,1,0,4,0,2,1,1,0,0,1,2,2,0,1,0,0,0,8,5,2,1,1,6,0,1,1,4,0,0,4,2,0,0,8,1,0,0,0,0,3,2,1,3,1,1,1,1,0,2,0,2
