articles,127,14,2011,2013,2014,21,2u00bdyear,30,5,60,academ,acquisit,action,activ,ad,advis,affect,allow,announc,appeal,appear,applic,april,articl,august,award,azmi,back,bhd,billion,bursa,capitalis,chow,close,come,commerci,commiss,compani,compel,conglomer,consent,contend,continu,corpor,cost,court,daili,darbi,datuk,decemb,decis,develop,directli,director,display,doe,drop,e,eastern,edg,end,exceed,exercis,extend,file,financi,first,friday,gener,give,given,gk,goh,ground,ha,hamzah,hi,high,hold,hon,howev,interest,interven,itslawy,judgement,judici,ka,keat,kuala,last,latter,lawsuit,lawyer,legal,ltd,lumpur,made,major,make,malaysia,manag,mandatori,market,may,michael,million,minor,much,name,nomine,nov,oblig,offer,orientalbhd,overturn,per,premium,price,proceed,purchas,purport,red,remain,reportedli,respond,review,rm10000,rm230,rm240,rm265,rm776,said,saw,sc,sdn,secur,seek,sen,share,sharehold,sime,sought,sri,stake,stock,strike,takeov,tan,terri,tham,thi,three,thye,time,tussl,wa,waiv,waiver,wan,watch,withdraw,would,written
0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,6.0,4.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
