articles,darbi,sime,chow,e,sc,share,ha,2011,applic,court,decis,judici,offer,price,review,sharehold,thi,appeal,file,hi,high,nomine,proceed,rm230,would,30,august,bhd,compel,end,exceed,friday,given,interest,lawyer,legal,made,make,malaysia,minor,overturn,per,remain,reportedli,said,seek,sought,stake,three,wa,wan,127,14,2013,2014,21,2u00bdyear,5,60,academ,acquisit,action,activ,ad,advis,affect,allow,announc,appear,april,articl,award,azmi,back,billion,bursa,capitalis,close,come,commerci,commiss,compani,conglomer,consent,contend,continu,corpor,cost,daili,datuk,decemb,develop,directli,director,display,doe,drop,eastern,edg,exercis
0,11,11,7,6,6,6,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
