articles,bhd,said,million,share,year,price,cimb,thi,ha,market,wa,stock,bank,group,malaysia,research,billion,compani,expect,hold,also,s,profit,sen,earn,net,invest,trade,target,last,financi,us,growth,per,note,higher,would,analyst,say,time,today,point,may,manag,base,new,oil,end,valuat,first,rate,kuala,quarter,valu,investor,lumpur,fund,revenu,index,could,2015,due,high,edg,lower,declin,report,busi,close,asset,increas,klci,develop,sale,oper,fundament,project,sector,posit,week,product,current,remain,capit,maintain,call,month,one,cost,howev,2014,top,rose,industri,continu,fell,hous,like,secur,strong
134,1,2,1,2,0,0,7,2,0,0,1,0,6,3,0,4,0,0,0,2,0,2,4,1,0,5,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
135,5,0,2,0,2,2,2,5,2,15,1,3,0,0,8,5,0,2,1,0,4,0,0,0,0,0,2,4,1,1,6,3,0,0,0,0,0,1,14,0,0,0,5,8,0,8,2,0,0,1,0,0,0,1,5,0,7,0,6,10,0,1,0,0,1,0,4,0,0,0,0,2,2,2,0,0,0,6,1,0,9,4,0,2,0,0,1,4,0,0,0,0,0,6,0,0,4,0,2,0
136,25,1,18,9,5,1,1,2,14,2,1,2,7,3,7,0,3,1,1,5,2,3,2,3,0,2,3,0,0,1,3,0,1,4,1,0,0,0,0,1,3,0,4,1,1,0,1,1,0,1,0,2,0,0,0,2,3,2,0,0,0,2,0,0,1,1,1,1,0,1,1,0,3,0,2,0,1,0,1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,5,0,1,0,0,1,0
137,1,4,1,0,0,2,1,0,1,2,0,1,0,0,0,2,1,1,1,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,1,3,1,3,1,3,3,0,0,1,0,2,0,1,0,4,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
139,3,3,1,2,0,2,2,3,2,0,0,0,0,1,1,3,0,0,0,3,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
140,2,5,4,2,0,0,15,1,0,3,1,2,2,4,2,1,1,2,1,2,2,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,7,0
141,2,5,4,2,0,0,15,1,1,3,1,2,2,4,1,1,1,2,1,2,2,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,7,0
142,14,0,0,0,7,0,1,5,3,5,2,1,6,9,12,0,8,14,0,1,3,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,6,1,0,0,1,3,1,1,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,12,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,2,3,0,0,1,0,0
143,10,0,1,3,21,9,2,10,8,12,2,3,11,1,4,8,3,9,14,2,1,0,4,0,21,2,2,0,0,5,1,2,6,0,0,0,3,10,16,2,0,1,2,2,0,0,5,3,0,7,0,1,10,1,4,1,1,0,1,4,0,3,2,0,0,5,1,0,2,1,1,3,0,1,0,0,0,6,2,5,1,1,7,1,0,0,1,3,1,3,0,0,2,0,1,0,4,3,1,2
144,1,5,1,6,1,4,4,0,3,1,1,1,1,1,0,7,2,0,0,3,0,3,2,2,2,2,1,1,3,0,1,0,0,3,0,0,0,0,0,3,0,0,1,1,1,0,0,2,1,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,2,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2,0,0,0,1,0,0,2,1,0,1
145,1,5,1,3,0,2,2,2,0,2,0,1,0,0,2,3,0,0,0,1,0,0,0,3,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
146,1,5,0,1,0,2,2,1,1,2,0,1,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,0,0,0,1,0,1,3,1,0,0,2,1,0,3,0,3,0,2,3,1,1,0,1,0,3,0,0,2,1,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,6,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0
148,0,1,1,1,2,1,1,5,1,2,0,1,0,3,0,1,0,2,2,0,1,0,0,0,1,1,0,1,1,1,0,1,3,0,0,0,0,1,3,0,0,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,3
149,2,1,0,0,10,0,9,4,6,1,2,1,5,11,2,0,2,0,2,1,1,0,2,0,0,1,3,0,0,4,2,0,3,0,0,0,0,0,8,3,0,0,0,0,0,2,0,1,0,1,0,0,1,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1
150,1,0,0,4,19,4,18,12,14,10,6,1,30,12,4,6,6,0,6,2,1,0,3,0,4,1,6,1,11,8,1,1,7,0,1,0,3,4,13,2,1,0,2,6,2,2,0,1,1,1,0,0,0,0,0,0,0,2,0,1,2,1,0,1,1,1,0,3,0,2,2,0,0,0,2,0,1,0,3,0,1,1,1,1,3,2,0,6,5,0,0,1,0,2,2,0,2,3,0,1
151,1,0,0,0,2,1,0,1,1,2,0,2,5,0,3,0,0,0,0,0,1,0,0,0,0,0,10,0,0,2,2,3,0,0,0,1,0,0,7,2,0,0,0,3,0,1,0,0,0,1,3,0,0,0,8,0,8,0,1,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0
152,1,4,0,0,1,4,1,0,1,0,1,1,0,0,1,2,0,0,2,2,0,0,1,0,1,1,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
153,5,1,0,4,0,1,1,2,3,1,2,1,4,0,5,0,0,5,1,3,1,2,0,1,0,0,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
154,19,0,2,3,14,0,2,14,4,13,6,4,6,3,5,0,14,1,1,6,1,0,0,0,3,0,10,2,0,6,0,6,0,0,0,0,1,0,5,3,0,0,1,0,0,5,0,1,0,0,0,0,2,1,4,0,0,0,1,5,0,0,1,1,2,0,2,2,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,1,0
155,1,3,5,1,7,7,1,0,5,3,1,1,1,10,0,9,2,1,6,3,3,0,2,6,0,2,1,1,4,3,3,8,1,4,3,0,0,3,5,2,1,0,2,2,2,1,0,2,0,2,1,0,3,0,1,0,0,2,0,1,0,2,1,0,0,5,2,3,1,0,0,0,0,2,2,0,0,0,1,0,1,3,4,1,1,2,1,5,2,2,0,0,0,2,5,1,1,0,2,1
156,0,5,2,2,0,0,1,1,0,0,0,1,18,0,1,1,1,0,3,0,3,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,3,7,0,2,2,1,2,0,0,1,2,2,1,0,0,0,5,0,1,1,0,7,5,1,1,5,1,1,1,0,2,0,0,0,2,0,0,2,0,0,2,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0
158,2,9,1,1,9,0,10,2,4,4,5,1,12,18,2,0,3,0,0,1,2,4,2,1,0,1,5,1,0,4,2,0,3,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,1,0,1,1,1,2,1,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,1
159,3,0,1,1,1,1,1,3,0,1,3,1,1,0,2,0,0,2,3,0,0,0,3,0,3,3,1,0,1,0,1,0,7,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,3,1,0,0,1,2,0,0,0,0,0,3
160,1,4,0,0,0,2,1,0,1,2,1,1,0,0,1,2,0,0,0,2,0,0,2,0,0,2,0,3,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
161,2,4,0,2,0,3,1,1,0,0,1,0,0,0,0,2,0,0,1,2,0,0,2,1,0,2,0,2,2,0,0,3,1,0,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0
162,4,3,1,3,1,3,1,0,3,2,0,3,3,1,0,2,3,0,1,2,0,0,0,1,3,0,1,1,2,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0
163,0,1,1,0,0,2,3,0,2,0,0,1,0,2,0,0,1,0,3,1,4,1,0,0,0,0,0,3,1,1,1,0,0,0,1,0,2,2,2,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
164,2,1,4,0,0,5,4,5,0,0,4,5,1,0,2,4,0,0,2,0,0,3,0,0,0,0,1,2,0,0,0,1,1,2,2,2,1,0,0,0,0,1,0,0,0,1,10,1,0,3,1,1,1,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,3,0,0,0,0,2,3,0,1,1,0,0,0,0
165,2,0,1,3,2,2,1,1,1,1,1,1,0,1,4,1,0,0,2,2,2,0,0,0,3,0,1,0,1,0,1,0,3,3,0,3,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
166,10,8,0,0,0,0,1,0,0,12,2,3,0,2,1,5,0,1,0,2,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,1,2,0,0,1,2,4,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0
167,3,0,0,6,2,1,2,2,0,3,2,1,3,1,4,0,2,0,2,2,1,4,0,2,0,0,3,2,0,0,0,6,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0
168,1,6,2,2,2,1,1,0,1,0,2,1,2,2,5,0,4,2,0,2,0,3,0,0,0,0,2,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0
169,2,2,2,3,0,1,3,1,1,2,0,1,1,0,3,0,0,0,1,0,0,1,0,4,0,0,1,1,1,0,0,0,1,0,1,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
170,1,0,8,3,22,6,1,8,1,3,5,1,0,8,11,0,2,2,3,0,4,0,3,0,3,2,2,1,4,7,1,5,9,1,3,1,1,0,10,3,1,0,0,1,0,1,0,1,0,1,3,0,0,5,0,0,0,3,0,1,0,1,1,1,0,0,0,4,2,0,5,0,0,3,0,0,0,0,0,1,11,2,0,0,0,1,0,1,5,2,0,3,1,0,6,0,0,1,0,4
171,3,2,3,2,2,0,9,0,4,2,0,7,1,1,1,1,1,1,1,2,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,4,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0
172,3,3,1,0,0,0,6,1,0,1,4,3,1,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0
173,16,10,25,2,6,1,5,3,5,1,1,3,1,10,0,1,0,5,3,2,1,12,4,0,1,4,3,0,1,0,2,0,0,0,1,3,2,0,0,0,1,0,1,1,1,1,2,3,0,2,0,1,4,2,0,1,2,7,0,0,0,1,0,0,0,0,0,5,0,1,1,0,7,2,8,0,2,0,2,0,3,0,2,3,0,0,0,0,4,0,0,6,3,0,1,0,1,0,3,3
174,3,2,1,1,0,1,7,1,0,1,4,3,1,3,1,1,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0
175,2,13,4,3,9,3,2,7,5,12,4,1,2,6,2,3,0,0,0,1,3,0,1,1,0,2,2,0,1,3,2,1,0,2,1,1,0,0,0,1,0,0,0,1,3,3,0,1,0,1,0,1,2,0,0,1,0,2,0,0,1,1,0,1,0,0,0,9,1,0,0,0,1,4,1,0,0,0,1,0,8,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0
176,0,0,0,1,2,1,1,1,0,0,0,3,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
177,3,4,0,2,0,0,1,0,0,2,2,1,1,1,3,0,2,4,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,5,0,1,1,3,2,1,2,0,5,0,1,0,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,5,2,0,0,0,1,0,0,0,0,0,0,0,8,17,0,0,1,1,1,0,0,0,2,0,1,1,2,0,0,2,0,0,0,0,1,1,0,0,0,1
179,3,3,3,2,2,1,5,1,3,0,1,2,2,4,1,0,0,0,1,1,0,6,0,0,1,0,0,1,2,0,2,0,1,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,2,0,0,0,0,5,1
180,14,11,0,1,0,0,1,1,1,17,4,3,0,3,2,5,1,1,2,4,0,1,0,0,0,0,0,4,0,1,1,3,0,0,0,5,2,0,0,0,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,4,3,2,0,3,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,0
181,33,13,25,11,9,1,5,5,10,2,4,1,1,12,9,0,12,5,1,15,1,6,5,1,0,4,2,0,0,3,2,1,0,2,1,1,0,0,0,0,6,0,2,1,4,1,0,3,0,2,0,1,2,2,0,1,2,4,0,1,0,0,0,0,2,0,7,5,1,3,0,0,4,3,3,0,0,0,1,0,1,2,1,3,0,1,1,0,1,2,1,0,0,4,0,2,0,0,6,0
182,4,2,1,0,0,0,6,0,3,0,1,3,2,1,2,0,0,3,0,1,0,1,0,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0
183,8,1,0,6,11,11,1,6,10,0,1,8,33,2,2,4,5,1,3,3,2,0,2,1,2,6,2,1,0,5,1,0,12,1,1,0,0,1,13,2,0,1,5,5,2,1,2,1,3,0,0,0,0,0,3,0,4,0,0,2,0,2,1,0,0,2,2,2,3,7,3,0,0,0,3,1,0,13,1,0,0,1,4,1,0,1,2,1,0,4,1,1,1,1,3,0,3,5,2,0
184,1,0,0,2,13,3,1,5,0,7,1,2,0,0,0,1,1,1,5,0,3,0,0,0,2,0,5,2,0,2,4,6,5,1,1,1,0,0,6,2,0,0,1,3,2,1,2,1,0,0,3,0,0,0,1,0,12,0,1,1,0,1,0,0,0,0,0,0,1,3,2,0,3,0,0,0,0,6,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,3,1,0,0
185,1,6,2,2,0,1,3,0,0,0,4,4,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0
186,5,0,0,0,4,0,0,2,0,0,3,0,0,8,3,1,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,2,3,0,2,0,2,1,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
188,4,6,2,9,5,6,1,3,8,0,2,4,0,0,2,2,0,2,3,0,0,0,2,5,11,1,0,1,1,3,4,0,1,4,1,3,4,8,0,1,0,0,3,3,1,4,0,2,1,0,1,1,2,0,4,1,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,4,2,0,3,0,0,1,1,2,0,2,0,0,1,0,0,1,1,0
189,2,0,0,5,4,8,2,3,7,0,2,1,0,2,0,3,4,0,0,0,1,0,0,5,1,0,0,1,5,3,0,0,0,0,1,1,2,1,2,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,1
190,2,6,3,0,1,1,2,3,1,1,5,1,6,1,1,4,0,0,3,0,0,8,6,0,3,5,0,0,2,0,0,0,2,0,2,3,2,1,0,0,1,0,0,2,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,3,0,1,3,0,0,4,2,0,0,0,0,0,0,0,0,0,3
191,0,4,0,4,3,5,4,1,2,5,6,3,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,13,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,11,0
192,1,3,0,1,0,3,1,0,1,0,0,2,0,1,0,2,0,0,2,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
193,1,3,0,0,0,1,3,0,1,0,0,1,0,1,0,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
194,0,1,0,4,1,4,2,0,3,5,0,1,0,3,0,0,0,0,1,0,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,3,0,0,1,0,0,3,1,0,0,0,0
195,0,0,2,3,3,5,3,3,4,4,1,3,0,8,0,5,0,1,2,1,4,0,3,0,2,1,1,2,6,0,1,0,2,1,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,3,2,0,1,5,1,0,3,1,0,0,0,0,2,3,1,1,0,0,0,2,0,0,0,0,0,0,4,2,0,1
196,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0,2,0,0,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,0,2,1,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0
197,6,9,0,2,1,0,3,3,10,3,0,1,9,13,12,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0,5,1,2,1,0,0,2,0,1,2,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0
198,0,0,6,0,0,5,4,1,1,1,0,2,0,2,0,0,2,0,3,0,2,0,2,0,1,1,2,1,2,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
199,2,0,0,5,5,7,1,2,1,0,2,1,0,0,3,1,0,0,1,2,0,0,0,0,0,0,1,0,2,1,1,0,5,1,0,4,0,1,0,0,0,0,2,0,0,1,0,1,4,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
200,3,4,7,7,3,6,2,0,5,2,2,3,1,3,3,5,0,0,1,2,3,0,2,5,4,1,1,1,4,3,1,0,2,7,0,0,1,5,0,1,0,0,0,0,0,2,0,3,0,1,0,1,3,0,0,1,0,3,0,1,1,1,1,0,0,0,3,0,0,0,1,0,0,2,0,0,1,0,0,0,2,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,2,0,0,0
